"","GAME_ID","Date","Team","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP"
"254","ATL201604230",20160423,"NYN",8,41,15,3,1,2,7,1,1,1,3,1,11,1,0,0,0,12,4,2,2,0,0,27,11,0,0,1,0
"269","ATL201604240",20160424,"NYN",3,28,7,1,0,0,3,1,2,0,4,1,7,0,1,2,0,5,5,2,2,0,0,27,10,0,0,1,0
"284","ATL201604250",20160425,"BOS",1,33,6,2,0,1,1,0,0,0,3,0,11,1,1,0,0,8,4,0,0,0,0,27,10,0,0,0,0
"297","ATL201604260",20160426,"BOS",11,39,13,7,1,1,10,0,0,1,3,1,5,3,0,0,0,5,2,4,4,0,0,27,7,1,0,0,0
"427","ATL201605060",20160506,"ARI",7,36,10,2,0,1,6,0,1,0,5,2,4,1,0,0,0,8,4,2,2,0,0,27,10,1,0,2,0
"443","ATL201605070",20160507,"ARI",4,35,10,4,0,0,3,1,0,0,6,0,9,1,1,0,0,11,4,2,2,0,0,27,13,0,0,1,0
"458","ATL201605080",20160508,"ARI",5,42,9,1,1,2,5,0,0,0,1,0,16,1,0,0,0,5,6,3,3,0,0,33,13,0,0,2,0
"483","ATL201605100",20160510,"PHI",3,35,9,2,0,1,3,0,1,0,2,0,3,0,0,0,0,8,3,2,2,0,0,27,10,0,0,1,0
"497","ATL201605110",20160511,"PHI",1,30,4,0,0,1,1,0,0,0,0,0,5,0,0,1,0,2,3,4,4,0,0,24,11,2,0,1,0
"511","ATL201605120",20160512,"PHI",7,36,10,1,1,1,6,1,1,2,3,0,11,1,0,2,0,6,6,4,4,0,1,30,10,0,0,3,0
"674","ATL201605240",20160524,"MIL",2,31,4,0,0,1,2,0,0,0,2,0,15,1,0,0,0,4,4,1,1,0,0,27,7,1,0,1,0
"690","ATL201605250",20160525,"MIL",3,45,11,3,0,0,3,1,1,0,9,2,15,1,1,0,0,14,7,2,2,1,0,39,13,0,0,0,0
"700","ATL201605260",20160526,"MIL",6,35,10,3,1,2,6,1,0,0,4,2,12,0,0,1,0,7,3,2,2,0,0,27,8,0,0,1,0
"712","ATL201605270",20160527,"MIA",2,33,8,2,0,0,2,0,0,0,2,0,4,0,1,1,0,6,4,4,4,1,0,24,8,0,0,0,0
"727","ATL201605280",20160528,"MIA",2,34,7,0,1,0,2,1,0,1,4,0,8,0,0,0,0,11,4,7,7,1,0,24,9,2,0,0,0
"742","ATL201605290",20160529,"MIA",7,37,10,3,0,2,7,0,0,0,4,1,6,0,0,1,0,7,3,2,2,0,0,27,11,1,0,1,0
"756","ATL201605300",20160530,"SFN",3,33,6,0,0,1,2,0,0,1,2,0,7,0,0,1,0,6,3,4,4,0,0,24,8,1,0,0,0
"771","ATL201605310",20160531,"SFN",4,28,5,1,1,0,4,1,1,0,3,1,4,0,0,2,0,2,5,0,0,0,0,27,10,0,0,1,0
"785","ATL201606010",20160601,"SFN",4,39,8,1,0,1,4,1,1,0,5,1,8,0,0,0,0,9,8,5,5,1,0,30,14,0,0,2,0
"798","ATL201606020",20160602,"SFN",6,34,8,2,0,3,6,0,0,1,5,0,5,1,0,1,0,7,3,0,0,1,0,27,5,1,0,0,0
"906","ATL201606100",20160610,"CHN",1,30,4,2,0,0,1,0,0,0,0,0,9,0,0,1,0,2,5,5,5,0,0,24,8,1,0,1,0
"921","ATL201606110",20160611,"CHN",8,40,13,3,0,4,8,0,0,0,1,1,10,0,0,0,0,6,3,2,2,0,0,27,14,3,0,1,0
"936","ATL201606120",20160612,"CHN",13,41,16,5,0,1,12,1,0,0,8,1,10,0,0,0,0,10,3,1,1,0,0,27,12,4,0,0,0
"949","ATL201606130",20160613,"CIN",9,34,9,1,1,1,8,0,2,0,8,2,6,0,0,0,0,8,5,6,6,0,0,27,21,1,0,1,0
"961","ATL201606140",20160614,"CIN",3,32,3,1,0,1,3,0,0,0,3,0,10,2,0,0,0,5,3,1,1,0,0,27,13,0,0,2,0
"975","ATL201606150",20160615,"CIN",8,46,11,2,0,0,8,2,1,0,7,2,16,3,0,1,0,9,8,6,6,0,1,36,13,2,0,0,0
"988","ATL201606160",20160616,"CIN",2,33,8,0,0,1,2,1,0,0,4,0,8,3,0,1,0,9,3,6,6,0,0,24,6,1,0,0,0
"1082","ATL201606230",20160623,"NYN",3,33,7,2,0,0,3,0,1,0,5,0,2,0,0,0,0,9,4,4,4,0,0,24,9,0,0,1,0
"1095","ATL201606240",20160624,"NYN",8,31,8,2,0,1,8,0,1,1,6,1,6,0,0,2,0,4,4,6,6,0,0,27,14,0,0,2,0
"1111","ATL201606250",20160625,"NYN",1,38,8,0,0,1,1,0,0,1,1,0,8,1,0,2,0,6,4,0,0,1,0,33,16,0,0,4,0
"1126","ATL201606260",20160626,"NYN",2,33,7,2,0,0,2,1,0,0,0,0,11,1,0,0,0,5,3,5,5,0,1,24,11,1,0,0,0
"1138","ATL201606270",20160627,"CLE",8,38,14,3,0,2,8,1,0,0,1,0,6,0,0,1,0,5,5,3,3,1,0,27,11,0,0,0,0
"1152","ATL201606280",20160628,"CLE",5,34,9,0,0,0,3,1,0,1,5,0,11,4,0,2,0,9,2,3,3,0,0,27,15,0,0,1,0
"1167","ATL201606290",20160629,"CLE",3,33,8,2,0,1,3,1,0,1,1,0,2,1,0,2,0,6,3,0,0,2,1,27,11,0,0,1,0
"1180","ATL201606300",20160630,"MIA",5,34,7,1,0,1,5,0,1,2,8,1,8,0,0,0,0,13,4,7,7,1,0,24,10,1,0,1,0
"1193","ATL201607010",20160701,"MIA",7,50,17,3,0,2,7,1,0,1,3,1,10,1,0,1,0,12,7,5,5,1,0,36,18,1,0,1,0
"1208","ATL201607020",20160702,"MIA",1,33,7,1,1,0,1,1,0,1,2,0,9,0,0,0,0,9,3,6,6,3,0,24,8,1,0,1,0
"1223","ATL201607030",20160703,"MIA",5,38,13,0,2,1,5,0,1,0,3,0,7,1,0,0,0,10,4,2,2,0,0,27,9,1,0,1,0
"1339","ATL201607150",20160715,"COL",11,37,10,2,1,1,8,0,1,0,6,0,10,0,0,1,0,6,4,2,2,1,0,27,13,0,0,2,0
"1354","ATL201607160",20160716,"COL",4,34,8,0,0,0,1,0,0,0,3,0,6,0,0,1,0,6,4,3,3,0,0,27,6,0,0,1,0
"1369","ATL201607170",20160717,"COL",0,27,4,1,0,0,0,2,0,0,4,1,5,0,0,2,0,6,3,1,1,1,0,26,9,0,0,1,0
"1515","ATL201607280",20160728,"PHI",7,37,10,0,0,3,6,0,0,0,3,0,7,0,0,1,0,6,5,5,5,0,0,27,14,0,0,2,0
"1528","ATL201607290",20160729,"PHI",1,31,5,2,0,0,0,1,0,0,6,1,6,1,0,0,0,10,3,2,2,0,0,24,9,1,0,1,0
"1543","ATL201607300",20160730,"PHI",9,37,9,2,0,0,8,0,0,2,8,1,6,2,0,1,0,11,4,5,5,0,0,27,10,0,0,1,0
"1558","ATL201607310",20160731,"PHI",1,29,5,1,0,1,1,0,0,0,4,0,3,0,0,2,0,5,4,2,2,0,0,24,11,0,0,1,0
"1582","ATL201608020",20160802,"PIT",5,31,5,2,0,0,5,0,0,1,3,0,6,1,0,1,0,3,5,2,2,1,0,27,11,1,1,0,0
"1598","ATL201608030",20160803,"PIT",4,31,4,1,0,1,3,0,0,2,4,0,10,2,0,0,0,6,4,7,7,1,0,24,8,0,1,1,0
"1612","ATL201608040",20160804,"PIT",2,29,5,1,0,1,2,1,0,0,5,0,3,0,1,3,0,6,4,1,1,1,0,24,10,2,0,0,0
"1774","ATL201608160",20160816,"MIN",4,35,11,1,0,1,4,0,0,1,6,0,7,0,1,1,0,11,4,2,2,1,0,27,8,0,0,0,0
"1790","ATL201608170",20160817,"MIN",10,40,14,4,0,0,10,0,0,0,9,2,13,1,0,0,0,12,1,3,3,1,0,27,10,0,0,2,0
"1801","ATL201608180",20160818,"WAS",8,32,6,2,0,0,5,2,1,1,7,0,7,1,0,0,0,8,3,1,1,1,0,27,6,1,1,0,0
"1815","ATL201608190",20160819,"WAS",7,37,12,2,0,0,5,2,0,0,5,0,11,1,0,0,0,10,5,4,4,0,0,27,10,2,0,3,0
"1830","ATL201608200",20160820,"WAS",11,41,17,1,0,3,11,0,1,0,3,0,9,1,0,2,0,7,6,7,7,1,0,27,9,1,1,0,0
"1845","ATL201608210",20160821,"WAS",6,39,8,0,0,2,6,0,0,1,3,0,12,1,0,0,0,7,4,5,5,0,0,29,13,5,0,2,0
"1968","ATL201608300",20160830,"SDN",3,34,7,1,2,1,3,0,0,0,0,0,12,1,0,0,0,4,5,7,7,0,0,24,13,0,1,3,0
"1982","ATL201608310",20160831,"SDN",1,32,5,1,0,1,1,0,0,0,3,0,14,1,0,0,0,7,5,7,7,0,1,24,9,1,0,3,0
"1991","ATL201609010",20160901,"SDN",6,34,8,1,2,2,6,0,1,0,0,0,4,0,0,0,0,2,5,9,9,1,0,24,8,0,0,0,0
"2100","ATL201609090",20160909,"NYN",6,32,6,2,0,1,6,0,1,1,5,1,7,0,0,1,0,6,6,4,4,0,0,27,10,0,0,1,0
"2115","ATL201609100",20160910,"NYN",3,36,7,1,0,1,2,0,0,0,4,2,7,1,0,1,0,7,7,4,4,1,0,29,13,0,0,1,0
"2130","ATL201609110",20160911,"NYN",10,37,11,1,1,2,10,0,1,0,4,1,7,0,0,0,0,5,4,3,3,1,0,27,14,0,0,4,0
"2145","ATL201609120",20160912,"MIA",7,42,17,1,0,0,7,0,1,1,2,1,8,0,0,1,0,12,9,12,12,1,0,24,10,1,0,0,0
"2160","ATL201609130",20160913,"MIA",7,35,10,1,1,0,6,1,0,1,4,0,4,1,0,2,0,7,6,5,5,0,0,27,10,1,0,1,0
"2175","ATL201609140",20160914,"MIA",7,32,8,1,1,1,7,1,1,1,2,0,7,4,0,2,0,3,4,5,5,0,0,27,13,0,0,3,0
"2199","ATL201609160",20160916,"WAS",7,34,12,2,0,1,7,1,1,1,3,1,8,2,0,3,0,6,3,2,2,0,0,27,5,1,0,0,0
"2214","ATL201609170",20160917,"WAS",3,33,7,2,0,2,3,1,0,0,4,0,9,2,0,0,0,8,5,7,7,0,0,24,8,0,0,2,0
"2230","ATL201609180",20160918,"WAS",2,26,7,1,1,0,2,0,0,1,0,0,4,0,0,2,0,4,5,6,6,1,0,20,5,0,0,0,0
"2350","ATL201609270",20160927,"PHI",6,40,14,4,0,1,5,0,0,1,4,1,10,3,0,1,0,12,5,7,7,0,0,24,9,0,0,0,0
"2365","ATL201609280",20160928,"PHI",2,29,4,1,0,0,1,1,0,0,4,0,8,0,0,1,0,5,4,12,12,1,0,24,14,1,0,1,0
"2377","ATL201609290",20160929,"PHI",2,34,9,0,0,0,2,1,0,1,0,0,7,1,0,0,0,7,6,5,5,1,0,24,7,0,0,1,0
"2391","ATL201609300",20160930,"DET",6,38,11,1,0,4,6,0,0,1,3,0,8,0,0,0,0,9,4,2,2,0,0,27,5,0,0,0,0
"2406","ATL201610010",20161001,"DET",3,32,7,3,0,1,3,1,0,0,3,0,12,0,0,1,0,6,5,5,5,0,0,24,10,0,0,0,0
"2421","ATL201610020",20161002,"DET",0,31,5,1,0,0,0,0,0,0,1,0,15,0,0,0,0,5,2,1,1,0,0,24,5,1,0,1,0
"4","BAL201604040",20160404,"MIN",2,33,7,3,0,0,2,0,1,1,0,0,10,0,0,0,0,6,6,3,3,1,0,26,5,0,0,0,0
"25","BAL201604060",20160406,"MIN",2,30,5,3,0,1,2,1,1,0,6,0,13,0,0,0,0,9,4,4,4,0,0,24,13,0,0,1,0
"39","BAL201604070",20160407,"MIN",2,34,9,2,0,1,2,0,0,0,0,0,12,1,2,1,0,5,2,4,4,1,0,24,4,0,0,1,0
"47","BAL201604080",20160408,"TBA",1,30,5,1,0,1,1,0,0,0,3,0,7,0,0,2,0,5,3,6,6,1,0,24,10,0,0,2,0
"74","BAL201604100",20160410,"TBA",3,34,8,1,0,1,3,0,0,0,4,0,12,0,1,0,1,9,2,5,5,1,0,24,13,0,0,2,0
"188","BAL201604190",20160419,"TOR",4,33,8,3,0,0,4,0,0,0,6,0,5,1,0,1,0,8,3,3,3,0,0,27,11,0,0,1,0
"203","BAL201604200",20160420,"TOR",3,36,9,2,0,1,3,0,0,0,7,0,9,1,0,1,0,10,4,3,3,0,0,29,15,0,1,3,0
"218","BAL201604210",20160421,"TOR",2,30,4,3,0,0,2,0,0,1,4,0,9,0,0,0,0,6,3,2,2,0,0,24,7,0,1,1,0
"318","BAL201604280",20160428,"CHA",2,37,10,1,0,1,2,0,0,1,2,0,7,2,0,0,0,11,4,9,9,1,0,24,8,1,0,1,0
"325","BAL201604290",20160429,"CHA",3,31,6,1,1,1,3,0,0,1,2,0,10,0,0,1,0,4,2,4,4,0,0,24,13,2,0,1,0
"340","BAL201604300",20160430,"CHA",8,37,10,1,0,2,7,0,0,0,4,0,8,1,0,2,0,6,6,5,5,1,0,27,12,2,0,2,0
"354","BAL201605010",20160501,"CHA",7,37,13,3,0,1,7,0,1,2,6,0,8,0,0,1,0,12,5,1,1,1,0,27,9,0,0,1,0
"379","BAL201605030",20160503,"NYA",1,32,7,1,0,0,1,0,0,0,4,0,9,0,0,1,0,8,3,3,3,0,0,24,11,2,0,0,0
"394","BAL201605040",20160504,"NYA",7,35,10,3,0,0,6,0,1,1,5,0,5,2,0,2,0,8,4,0,0,0,0,27,10,0,0,3,0
"409","BAL201605050",20160505,"NYA",0,32,4,1,0,0,0,0,0,0,1,0,8,1,0,1,0,3,4,1,1,0,0,28,12,0,0,2,0
"435","BAL201605071",20160507,"OAK",8,39,15,2,0,1,7,0,1,0,5,0,6,0,0,2,0,10,5,4,4,0,0,27,6,1,0,0,0
"436","BAL201605072",20160507,"OAK",2,34,9,1,0,0,2,0,0,0,1,0,7,0,1,1,0,6,3,4,4,0,0,24,10,1,0,1,0
"451","BAL201605080",20160508,"OAK",3,33,7,1,0,0,3,0,0,1,4,0,9,0,1,0,0,8,5,11,11,1,0,24,9,0,0,1,0
"507","BAL201605120",20160512,"DET",5,39,13,2,0,1,5,0,0,0,5,0,4,0,0,1,0,12,6,7,7,0,0,24,8,0,0,0,0
"514","BAL201605130",20160513,"DET",0,31,6,2,0,0,0,0,0,0,2,0,8,0,0,1,0,6,1,1,1,0,0,24,10,0,0,1,0
"529","BAL201605140",20160514,"DET",3,31,5,2,0,1,3,0,0,1,3,0,9,0,0,1,0,5,4,9,9,0,1,24,9,1,0,1,0
"545","BAL201605150",20160515,"DET",6,39,13,4,1,3,6,0,0,1,4,0,8,0,0,1,0,11,4,4,4,0,0,27,10,1,0,1,0
"568","BAL201605170",20160517,"SEA",10,38,12,2,0,2,10,0,0,0,5,0,6,0,0,1,0,6,3,0,0,1,0,27,8,1,0,0,0
"584","BAL201605180",20160518,"SEA",2,33,7,4,0,1,2,0,1,0,4,0,10,0,0,0,0,9,3,4,4,1,0,24,9,1,0,1,0
"600","BAL201605190",20160519,"SEA",7,34,9,2,0,2,7,0,0,0,3,1,5,0,2,0,0,3,5,2,2,0,0,27,7,0,0,1,0
"749","BAL201605300",20160530,"BOS",7,37,11,2,1,3,7,0,0,0,5,0,6,0,1,0,0,8,1,2,2,2,0,27,11,0,1,1,0
"764","BAL201605310",20160531,"BOS",6,37,10,1,0,4,6,0,0,0,2,0,10,0,0,0,0,6,4,2,2,0,0,27,5,0,1,0,0
"779","BAL201606010",20160601,"BOS",9,40,15,2,0,5,9,0,0,0,5,0,6,0,0,1,0,9,4,12,12,1,0,24,8,1,0,0,0
"793","BAL201606020",20160602,"BOS",7,38,12,1,0,1,7,0,0,0,2,0,6,0,1,0,0,6,4,12,12,0,0,24,9,0,0,0,0
"804","BAL201606030",20160603,"NYA",5,34,10,1,0,3,5,0,0,0,2,0,5,0,1,2,0,4,4,6,6,0,0,24,7,0,0,1,0
"819","BAL201606040",20160604,"NYA",8,41,16,4,0,0,7,0,1,0,0,0,5,2,0,1,0,7,4,6,6,1,0,27,6,0,1,0,0
"834","BAL201606050",20160605,"NYA",1,36,10,2,0,0,1,0,0,0,2,0,8,0,0,2,0,10,4,2,2,0,0,24,8,1,0,1,0
"849","BAL201606060",20160606,"KCA",1,31,5,1,0,0,0,0,0,0,2,0,7,0,0,1,0,5,3,3,3,0,0,24,8,1,0,1,0
"858","BAL201606070",20160607,"KCA",1,37,10,2,0,0,1,0,0,0,4,0,8,1,1,0,0,13,3,9,9,0,0,24,8,0,0,0,0
"874","BAL201606080",20160608,"KCA",0,35,9,1,0,0,0,0,0,0,1,0,12,0,0,0,0,9,4,4,4,0,0,24,11,0,0,0,0
"993","BAL201606170",20160617,"TOR",13,38,13,1,1,5,13,0,0,1,4,0,8,0,0,2,0,3,4,2,2,0,0,27,11,1,0,1,0
"1008","BAL201606180",20160618,"TOR",2,31,7,2,0,1,2,1,0,0,6,0,9,0,0,2,0,9,3,3,3,0,0,24,10,0,1,2,0
"1023","BAL201606190",20160619,"TOR",6,35,7,4,0,2,5,0,0,0,1,0,8,0,0,0,0,3,6,11,11,2,0,24,9,0,0,1,0
"1048","BAL201606210",20160621,"SDN",10,41,15,3,0,1,8,1,0,2,5,0,7,2,0,1,0,12,5,7,7,2,0,27,7,1,0,0,0
"1063","BAL201606220",20160622,"SDN",2,32,5,0,0,0,2,0,0,0,5,0,11,2,0,0,0,8,4,6,6,0,0,24,10,1,0,2,0
"1088","BAL201606240",20160624,"TBA",3,32,9,3,0,1,3,0,0,0,3,0,6,0,1,1,0,5,2,6,6,0,0,24,7,1,1,0,0
"1103","BAL201606251",20160625,"TBA",0,31,4,0,0,0,0,0,0,0,2,0,8,0,0,1,0,6,3,5,5,0,0,24,8,0,0,1,0
"1104","BAL201606252",20160625,"TBA",6,36,14,5,0,1,6,1,1,0,5,1,5,1,0,3,0,10,4,8,8,0,0,24,11,1,0,3,0
"1119","BAL201606260",20160626,"TBA",5,37,12,2,1,2,5,0,0,1,2,0,6,0,0,2,0,8,3,12,12,2,0,24,9,0,0,2,0
"1286","BAL201607080",20160708,"ANA",9,35,10,0,0,0,9,0,2,3,4,0,3,0,0,2,0,8,4,5,5,0,0,27,8,2,0,0,0
"1301","BAL201607090",20160709,"ANA",2,31,8,0,0,0,2,0,0,0,5,0,4,0,2,1,0,7,4,3,3,1,1,24,7,0,0,2,0
"1316","BAL201607100",20160710,"ANA",2,30,5,2,0,0,2,0,1,0,6,0,6,0,0,1,0,8,5,4,4,1,0,24,11,1,0,1,0
"1426","BAL201607220",20160722,"CLE",1,34,8,2,0,0,0,0,0,1,1,0,9,0,0,2,0,8,5,5,5,0,0,24,8,0,0,2,0
"1441","BAL201607230",20160723,"CLE",2,31,7,2,0,0,2,0,0,0,3,0,9,0,0,3,0,5,3,5,5,0,0,24,10,0,0,1,0
"1456","BAL201607240",20160724,"CLE",3,32,7,2,0,0,3,0,1,0,3,0,6,0,0,1,0,6,3,3,3,0,0,26,7,0,0,0,0
"1471","BAL201607250",20160725,"COL",2,33,6,0,0,1,2,0,0,1,2,0,11,0,2,1,0,4,5,1,1,0,0,28,10,3,0,2,0
"1481","BAL201607260",20160726,"COL",6,35,9,2,0,0,5,0,0,0,0,0,7,0,0,1,0,2,5,3,3,1,0,27,12,0,0,1,0
"1497","BAL201607270",20160727,"COL",3,32,5,0,0,2,3,0,0,0,3,0,11,1,0,0,0,5,4,1,1,0,0,27,7,0,0,1,0
"1575","BAL201608020",20160802,"TEX",1,28,3,0,0,0,1,0,1,0,3,0,9,0,1,0,0,4,2,5,5,0,0,24,9,0,0,3,0
"1590","BAL201608030",20160803,"TEX",2,31,7,2,0,1,2,0,0,0,2,0,7,0,0,2,0,4,2,3,3,0,0,24,9,0,0,1,0
"1605","BAL201608040",20160804,"TEX",5,38,11,6,0,1,5,0,0,0,0,0,10,0,0,0,0,6,5,3,3,0,0,27,10,0,0,3,0
"1766","BAL201608160",20160816,"BOS",5,32,7,1,0,2,5,0,0,0,6,0,6,0,0,2,0,6,6,3,3,0,0,27,6,0,0,1,0
"1782","BAL201608170",20160817,"BOS",8,30,13,3,0,2,8,0,0,1,2,0,4,1,0,0,0,7,1,1,1,0,0,18,4,1,0,0,0
"1797","BAL201608180",20160818,"HOU",5,34,7,1,0,2,5,0,0,0,1,0,11,0,0,0,0,3,4,13,13,0,0,24,13,0,0,1,0
"1808","BAL201608190",20160819,"HOU",15,43,18,4,0,4,15,0,0,1,5,0,12,1,1,1,0,7,4,7,7,1,0,27,6,1,1,0,0
"1823","BAL201608200",20160820,"HOU",12,39,14,5,0,3,11,0,0,1,10,0,4,0,0,3,0,11,3,2,2,1,0,27,8,0,1,0,0
"1838","BAL201608210",20160821,"HOU",5,35,9,1,0,1,5,0,0,0,3,0,5,1,1,1,0,6,2,3,3,0,0,27,15,0,0,0,0
"1852","BAL201608220",20160822,"WAS",3,31,5,2,0,2,3,0,0,1,5,0,9,1,0,1,0,7,2,4,4,0,0,24,5,0,0,1,0
"1861","BAL201608230",20160823,"WAS",1,33,10,1,0,0,1,0,0,0,2,0,3,0,2,1,0,7,4,6,6,0,0,24,6,1,0,0,0
"1948","BAL201608290",20160829,"TOR",5,33,7,0,0,2,5,0,0,0,4,0,11,0,0,0,0,5,3,1,1,0,0,27,5,0,0,1,0
"1961","BAL201608300",20160830,"TOR",3,32,7,1,0,1,3,0,0,0,2,0,5,1,0,2,0,4,3,5,5,0,0,24,6,0,0,0,0
"1975","BAL201608310",20160831,"TOR",5,33,9,1,0,3,5,0,0,0,2,1,8,0,0,3,0,3,5,2,2,0,0,27,13,1,0,1,0
"1994","BAL201609020",20160902,"NYA",0,28,2,0,0,0,0,0,0,0,4,0,7,0,0,0,0,5,6,8,8,1,0,24,7,0,0,0,0
"2009","BAL201609030",20160903,"NYA",0,29,4,0,0,0,0,0,0,1,2,0,10,0,0,2,0,5,3,1,1,1,0,24,10,1,0,2,0
"2024","BAL201609040",20160904,"NYA",5,29,7,0,0,0,5,1,1,0,7,0,6,0,0,3,0,6,6,2,2,1,0,27,9,0,0,0,0
"2182","BAL201609150",20160915,"TBA",7,38,12,4,0,1,7,0,0,0,3,0,13,1,0,1,0,7,6,6,6,0,0,27,14,1,0,1,0
"2192","BAL201609160",20160916,"TBA",4,35,10,2,0,2,4,0,0,0,0,0,8,0,1,1,0,4,4,5,5,0,0,24,8,2,0,2,0
"2207","BAL201609170",20160917,"TBA",5,34,6,1,1,1,5,0,0,2,2,0,7,0,0,0,0,6,4,2,2,0,0,27,13,0,0,2,0
"2223","BAL201609180",20160918,"TBA",1,31,6,0,0,1,1,0,0,1,3,0,11,1,1,1,0,7,4,2,2,1,0,24,6,1,0,0,0
"2237","BAL201609190",20160919,"BOS",5,34,9,1,0,2,5,0,0,1,2,0,4,1,1,2,0,5,1,2,2,0,0,27,8,0,0,0,0
"2248","BAL201609200",20160920,"BOS",5,38,11,1,0,2,5,0,0,0,1,0,8,0,0,0,0,7,5,2,2,0,0,27,5,0,0,0,0
"2263","BAL201609210",20160921,"BOS",5,32,6,0,0,1,3,0,0,0,4,0,10,1,0,1,1,5,4,1,1,0,0,27,9,0,0,0,0
"2277","BAL201609220",20160922,"BOS",5,34,9,0,1,1,5,1,0,0,7,0,8,0,0,1,0,10,3,3,3,0,0,27,9,0,0,0,0
"2288","BAL201609230",20160923,"ARI",2,43,9,4,0,0,2,0,0,0,2,0,13,0,0,1,0,7,8,3,3,1,0,33,9,2,0,0,0
"2303","BAL201609240",20160924,"ARI",1,34,7,2,0,0,1,0,0,0,0,0,11,0,0,0,0,6,4,5,5,1,0,24,12,2,0,2,0
"2318","BAL201609250",20160925,"ARI",1,31,4,1,0,0,1,0,0,2,2,0,11,2,0,0,0,7,2,2,2,0,0,24,10,1,0,2,0
"86","BOS201604110",20160411,"BAL",9,35,9,3,0,2,9,0,0,1,4,0,15,0,0,0,0,4,5,7,7,1,0,27,8,2,0,2,0
"97","BOS201604120",20160412,"BAL",9,36,11,2,0,3,9,0,1,1,5,1,9,1,0,0,0,7,4,5,5,1,0,27,13,0,0,2,0
"109","BOS201604130",20160413,"BAL",2,34,9,3,0,1,2,0,0,0,5,0,10,0,1,0,0,10,2,4,4,0,0,24,10,0,0,2,0
"136","BOS201604150",20160415,"TOR",3,29,3,0,0,2,3,0,0,2,2,0,12,0,0,0,0,3,4,3,3,0,0,24,14,1,1,2,0
"151","BOS201604160",20160416,"TOR",2,32,7,2,1,0,2,0,0,0,0,0,12,0,0,1,0,3,3,4,4,0,0,24,10,0,0,2,0
"166","BOS201604170",20160417,"TOR",5,40,14,2,0,1,5,0,0,2,1,0,12,0,0,1,0,11,3,3,3,0,0,27,9,1,0,0,0
"180","BOS201604180",20160418,"TOR",4,30,8,0,0,0,4,0,0,1,7,0,5,0,0,5,0,7,3,3,3,0,0,27,8,0,0,2,0
"189","BOS201604190",20160419,"TBA",3,37,6,3,0,1,3,0,0,1,5,1,13,1,0,0,0,10,3,0,0,0,0,30,9,0,0,1,0
"204","BOS201604200",20160420,"TBA",3,34,7,2,1,1,3,0,0,0,2,0,11,1,0,0,0,6,5,7,7,2,0,24,7,0,0,1,0
"219","BOS201604210",20160421,"TBA",12,40,15,5,0,2,11,1,0,4,6,0,8,0,0,0,0,12,7,8,8,0,0,27,4,3,0,0,0
"305","BOS201604270",20160427,"ATL",4,35,6,2,0,1,4,0,0,1,3,0,10,0,0,0,0,8,4,9,9,1,0,24,10,0,0,1,0
"319","BOS201604280",20160428,"ATL",5,37,12,3,0,0,5,0,0,0,5,1,3,1,2,0,0,10,6,3,3,0,0,27,10,2,2,1,0
"326","BOS201604290",20160429,"NYA",2,29,6,0,1,1,2,0,0,1,3,0,5,0,1,2,0,4,2,4,4,1,0,24,8,1,0,0,0
"341","BOS201604300",20160430,"NYA",0,32,5,0,0,0,0,0,0,0,1,0,8,0,0,1,0,6,5,8,8,0,0,24,7,0,0,0,0
"355","BOS201605010",20160501,"NYA",7,33,9,4,0,1,6,2,0,1,2,0,7,0,0,1,0,4,4,8,8,1,0,24,13,2,0,0,0
"465","BOS201605090",20160509,"OAK",7,38,11,4,0,1,6,0,0,0,3,0,6,0,0,1,0,7,5,14,14,3,0,24,8,0,0,0,0
"477","BOS201605100",20160510,"OAK",5,41,15,3,0,0,5,0,0,0,1,0,8,0,0,0,0,10,5,12,12,1,0,24,15,2,0,1,0
"491","BOS201605110",20160511,"OAK",3,34,8,1,0,0,3,1,0,1,3,0,8,0,0,0,0,9,5,13,13,1,0,24,10,0,1,0,0
"508","BOS201605120",20160512,"HOU",1,34,7,1,0,0,1,0,0,0,1,0,12,0,0,1,0,7,2,9,9,2,0,24,13,1,0,1,0
"515","BOS201605130",20160513,"HOU",7,39,13,3,0,1,7,0,0,0,4,0,11,2,0,0,0,9,6,6,6,1,0,27,11,0,0,1,0
"530","BOS201605140",20160514,"HOU",5,39,11,3,0,2,5,1,0,1,6,2,9,0,2,2,0,9,6,6,6,2,0,32,19,0,0,2,0
"546","BOS201605150",20160515,"HOU",9,37,8,2,0,2,8,0,0,1,5,0,10,3,0,0,0,7,4,10,10,0,0,24,8,2,0,0,0
"611","BOS201605200",20160520,"CLE",4,33,8,2,0,1,4,1,1,0,5,0,5,2,0,0,0,9,3,2,2,1,0,27,11,1,0,2,0
"626","BOS201605210",20160521,"CLE",1,30,2,1,0,1,1,0,0,0,4,0,11,0,0,0,0,6,5,9,9,0,0,24,11,0,0,0,0
"641","BOS201605220",20160522,"CLE",2,33,6,2,0,0,2,0,0,2,2,0,9,0,0,0,0,8,4,5,5,0,0,24,6,0,0,0,0
"666","BOS201605240",20160524,"COL",3,31,6,0,2,1,3,1,0,0,1,0,11,0,0,1,0,3,4,7,7,0,0,24,10,1,0,0,0
